WKT,WKT,name,link_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type,link_type_name
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"1","1285","5018","1","0.2384","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"2","1286","11125","1","0.466","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"3","1289","4952","1","0.2427","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"4","1289","5018","1","0.2621","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"5","1289","11124","1","0.5069","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"6","1289","11125","1","0.5047","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"7","1290","4952","1","0.2516","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"8","1296","5240","1","0.2056","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"9","1299","4958","1","0.1988","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"10","1299","11129","1","0.3637","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"11","1314","11146","1","0.2758","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"12","1316","11148","1","0.2608","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"13","1318","11160","1","0.2384","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"14","1319","11124","1","0.2054","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"15","1320","5820","1","0.3445","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"16","1320","11148","1","0.2527","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"17","1322","5589","1","0.2229","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"18","1322","11161","1","0.267","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"19","1323","5592","1","0.2697","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"20","1325","10853","1","0.1583","7","20","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"21","1346","11172","1","0.2518","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"22","1348","5210","1","0.2525","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"23","1349","5210","1","0.2309","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"24","1349","5219","1","0.2726","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"25","1349","11181","1","0.3091","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"26","1351","5209","1","0.2524","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"27","1352","5209","1","0.2516","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"28","1352","6256","1","0.254","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"29","1352","11181","1","0.3966","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"30","1352","11261","1","0.3863","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"31","1353","5589","1","0.2564","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"32","1353","11172","1","0.2395","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"33","1353","11173","1","0.2648","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"34","1354","5592","1","0.2627","7","20","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"35","1354","11173","1","0.3067","7","20","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"36","1355","5219","1","0.2329","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"37","1355","11183","1","0.2952","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"38","1356","6255","1","0.2527","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"39","1356","6256","1","0.271","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"40","1356","11183","1","0.3674","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"41","1356","11259","1","0.3823","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"42","1357","5174","1","0.4171","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"43","1357","5588","1","0.4955","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"44","1357","6255","1","0.2849","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"45","1359","6185","1","0.3586","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"46","1360","10850","1","0.1651","7","20","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"47","1360","11489","1","0.2373","7","20","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"48","1361","5728","1","0.1705","7","20","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"49","1397","11261","1","0.6112","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"50","1404","11257","1","0.1389","7","20","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,300 West,"51","3689","11507","1","0.094","2","25","601","1",
"LINESTRING EMPTY",LINESTRING EMPTY,500 West,"52","4156","10849","1","0.0946","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,500 West,"53","4156","10850","1","0.17","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"54","4804","5106","1","0.2604","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"55","4804","5109","1","0.2489","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"56","4899","5030","1","0.2603","2","30","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"57","4952","1289","1","0.2427","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"58","4952","1290","1","0.2516","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"59","4952","5022","1","0.5007","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"60","4952","5440","1","0.39199","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"61","4958","1299","1","0.1988","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"62","4958","5010","1","0.14152","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"63","4958","5030","1","0.15809","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Center St,"64","5009","5027","1","0.1508","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Holden St,"65","5009","5240","1","0.2969","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7800 South,"66","5009","5863","1","0.1904","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"67","5010","4958","1","0.14152","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"68","5010","5027","1","0.31237","1","35","857","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Holden St,"69","5010","5240","1","0.13471","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"70","5017","5018","1","0.498","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7800 South,"71","5017","11123","1","0.2622","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7800 South,"72","5017","11124","1","0.3644","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"73","5017","11146","1","0.2497","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"74","5018","1285","1","0.2384","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"75","5018","1289","1","0.2621","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"76","5018","5017","1","0.498","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"77","5018","5436","1","0.5069","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"78","5022","4952","1","0.5007","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7800 South,"79","5022","5524","1","0.1988","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7800 South,"80","5022","11124","1","0.1398","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"81","5022","11147","1","0.119","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Center St,"82","5027","5009","1","0.1508","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"83","5027","5010","1","0.31237","1","35","857","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Center St,"84","5027","11129","1","0.1417","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"85","5027","11150","1","0.2378","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"86","5030","4899","1","0.2603","2","30","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"87","5030","4958","1","0.15809","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"88","5030","10872","1","0.18159","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7200 South,"89","5030","11128","1","0.13451","2","29","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Center St,"90","5034","11129","1","0.27834","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7200 South,"91","5037","11128","1","0.33214","2","29","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"92","5103","5820","1","0.5746","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"93","5103","11161","1","0.2721","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"94","5106","4804","1","0.2604","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"95","5106","5117","1","0.7477","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,500 West,"96","5106","10852","1","0.0551","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"97","5109","4804","1","0.2489","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"98","5109","11150","1","0.0875","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,8000 South,"99","5109","11151","1","0.1948","1","26","514","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"100","5112","5589","1","0.2454","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"101","5112","11159","1","0.2563","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"102","5112","11160","1","0.2128","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"103","5112","11172","1","0.2477","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,8660 S,"104","5113","8002","1","0.242","1","26","514","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"105","5113","11148","1","0.3466","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"106","5113","11160","1","0.2187","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"107","5114","5589","1","0.256","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"108","5114","5592","1","0.3692","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"109","5114","11161","1","0.2244","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"110","5114","11173","1","0.2362","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"111","5117","5106","1","0.7477","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"112","5117","11255","1","0.1231","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"113","5118","5727","1","0.1119","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,500 West,"114","5118","10854","1","0.0913","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"115","5118","11255","1","0.1912","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,500 West,"116","5118","11910","1","0.1358","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"117","5119","5727","1","0.058","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"118","5174","1357","1","0.4171","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"119","5174","5587","1","0.2961","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"120","5174","5868","1","0.1943","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"121","5175","5729","1","0.1853","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"122","5175","11257","1","0.2117","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"123","5208","5209","1","0.3999","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"124","5208","5238","1","0.6407","1","38","929","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"125","5208","11261","1","0.2147","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,10400 South,"126","5208","11282","1","0.2666","1","35","857","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"127","5209","1351","1","0.2524","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"128","5209","1352","1","0.2516","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"129","5209","5208","1","0.3999","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"130","5209","5211","1","0.3468","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"131","5210","1348","1","0.2525","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"132","5210","1349","1","0.2309","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"133","5210","5211","1","0.2656","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"134","5210","11172","1","0.4974","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"135","5211","5209","1","0.3468","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"136","5211","5210","1","0.2656","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"137","5211","11180","1","0.3029","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"138","5211","11181","1","0.4027","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"139","5214","6256","1","0.4031","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"140","5214","11259","1","0.1306","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"141","5214","11261","1","0.2844","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"142","5214","11281","1","0.4441","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"143","5215","5588","1","0.1435","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1000 West,"144","5215","6255","1","0.4541","1","26","514","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"145","5215","11183","1","0.1961","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"146","5216","5356","1","0.1926","2","27","773","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"147","5216","5868","1","0.3901","2","27","773","1",
"LINESTRING EMPTY",LINESTRING EMPTY,500 West,"148","5216","10847","1","0.1274","2","30","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,300 West,"149","5216","11507","1","0.2346","2","25","601","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"150","5219","1349","1","0.2726","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"151","5219","1355","1","0.2329","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"152","5219","5232","1","0.293","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"153","5219","11173","1","0.5262","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"154","5232","5219","1","0.293","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"155","5232","6256","1","0.3069","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"156","5232","11182","1","0.0505","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"157","5232","11183","1","0.3048","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"158","5238","5208","1","0.6407","1","38","929","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"159","5240","1296","1","0.2056","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Holden St,"160","5240","5009","1","0.2969","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Holden St,"161","5240","5010","1","0.13471","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"162","5356","5216","1","0.1926","2","27","773","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"163","5436","5018","1","0.5069","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"164","5436","5577","1","0.187","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"165","5436","5578","1","0.4375","3","39","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"166","5436","11125","1","0.2509","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"167","5440","4952","1","0.39199","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"168","5440","11125","1","0.27677","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"169","5440","11127","1","0.25977","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"170","5440","11827","1","0.18981","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"171","5441","5861","1","0.10732","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"172","5441","11126","1","0.11932","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7800 South,"173","5524","5022","1","0.1988","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7800 South,"174","5524","5863","1","0.4697","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"175","5577","5436","1","0.187","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"176","5578","5436","1","0.4375","3","39","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"177","5587","5174","1","0.2961","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1000 West,"178","5587","10857","1","0.1459","1","26","514","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"179","5587","11259","1","0.4105","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"180","5588","1357","1","0.4955","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"181","5588","5215","1","0.1435","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"182","5588","11184","1","0.1725","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"183","5589","1322","1","0.2229","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"184","5589","1353","1","0.2564","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"185","5589","5112","1","0.2454","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"186","5589","5114","1","0.256","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"187","5592","1323","1","0.2697","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"188","5592","1354","1","0.2627","7","20","10000","2",
